State,Year,Month,Unemployment Rate
Utah,1998,06,3.6   
Vermont,1998,06,3.4   
Virginia,1998,06,2.8   
Washington,1998,06,4.7   
West Virginia,1998,06,6.7   
Wisconsin,1998,06,3.2   
Wyoming,1998,06,4.8   
Alabama,1998,07,4.5   
Alaska,1998,07,6.4   
Arizona,1998,07,4.2   
Arkansas,1998,07,5.0   
California,1998,07,6.0   
Los Angeles County,1998,07,6.7   
Colorado,1998,07,3.8   
Connecticut,1998,07,3.2   
Delaware,1998,07,3.6   
District of Columbia,1998,07,8.3   
Florida,1998,07,4.4   
Georgia,1998,07,4.2   
Hawaii,1998,07,5.9   
Idaho,1998,07,5.2   
Illinois,1998,07,4.4   
Indiana,1998,07,3.0   
Iowa,1998,07,2.9   
Kansas,1998,07,3.8   
Kentucky,1998,07,4.5   
Louisiana,1998,07,5.7   
Maine,1998,07,4.4   
Maryland,1998,07,4.2   
Massachusetts,1998,07,3.3   
Michigan,1998,07,4.7   
Minnesota,1998,07,2.6   
Mississippi,1998,07,5.2   
Missouri,1998,07,4.1   
Montana,1998,07,5.6   
Nebraska,1998,07,2.5   
Nevada,1998,07,4.2   
New Hampshire,1998,07,2.7   
New Jersey,1998,07,4.4   
New Mexico,1998,07,6.3   
New York,1998,07,5.5   
New York city,1998,07,7.7   
North Carolina,1998,07,3.5   
North Dakota,1998,07,3.0   
Ohio,1998,07,4.4   
Oklahoma,1998,07,4.3   
Oregon,1998,07,5.8   
Pennsylvania,1998,07,4.7   
Rhode Island,1998,07,4.5   
South Carolina,1998,07,3.7   
South Dakota,1998,07,2.9   
Tennessee,1998,07,4.3   
Texas,1998,07,5.1   
Utah,1998,07,3.6   
Vermont,1998,07,3.4   
Virginia,1998,07,2.8   
Washington,1998,07,4.8   
West Virginia,1998,07,6.7   
Wisconsin,1998,07,3.3   
Wyoming,1998,07,4.9   
Alabama,1998,08,4.5   
Alaska,1998,08,6.4   
Arizona,1998,08,4.2   
Arkansas,1998,08,5.1   
California,1998,08,6.0   
Los Angeles County,1998,08,6.7   
Colorado,1998,08,3.8   
Connecticut,1998,08,3.1   
Delaware,1998,08,3.6   
District of Columbia,1998,08,8.2   
Florida,1998,08,4.4   
Georgia,1998,08,4.2   
Hawaii,1998,08,5.9   
Idaho,1998,08,5.2   
Illinois,1998,08,4.5   
Indiana,1998,08,3.0   
Iowa,1998,08,2.9   
Kansas,1998,08,3.9   
Kentucky,1998,08,4.5   
Louisiana,1998,08,5.7   
Maine,1998,08,4.5   
Maryland,1998,08,4.2   
Massachusetts,1998,08,3.3   
Michigan,1998,08,3.9   
Minnesota,1998,08,2.6   
Mississippi,1998,08,5.2   
Missouri,1998,08,4.0   
Montana,1998,08,5.6   
Nebraska,1998,08,2.6   
Nevada,1998,08,4.1   
New Hampshire,1998,08,2.8   
New Jersey,1998,08,4.4   
New Mexico,1998,08,6.3   
New York,1998,08,5.5   
New York city,1998,08,7.7   
North Carolina,1998,08,3.5   
North Dakota,1998,08,3.1   
Ohio,1998,08,4.4   
Oklahoma,1998,08,4.3   
Oregon,1998,08,5.8   
Pennsylvania,1998,08,4.7   
Rhode Island,1998,08,4.5   
South Carolina,1998,08,3.8   
South Dakota,1998,08,2.9   
Tennessee,1998,08,4.3   
Texas,1998,08,5.1   
Utah,1998,08,3.6   
Vermont,1998,08,3.4   
Virginia,1998,08,2.8   
Washington,1998,08,4.9   
West Virginia,1998,08,6.7   
Wisconsin,1998,08,3.4   
Wyoming,1998,08,4.9   
Alabama,1998,09,4.5   
Alaska,1998,09,6.4   
Arizona,1998,09,4.2   
Arkansas,1998,09,5.1   
California,1998,09,6.0   
Los Angeles County,1998,09,6.8   
Colorado,1998,09,3.7   
Connecticut,1998,09,3.0   
Delaware,1998,09,3.5   
District of Columbia,1998,09,8.1   
Florida,1998,09,4.4   
Georgia,1998,09,4.2   
Hawaii,1998,09,5.9   
Idaho,1998,09,5.2   
Illinois,1998,09,4.5   
Indiana,1998,09,3.0   
Iowa,1998,09,2.9   
Kansas,1998,09,3.8   
Kentucky,1998,09,4.6   
Louisiana,1998,09,5.6   
Maine,1998,09,4.4   
Maryland,1998,09,4.1   
Massachusetts,1998,09,3.3   
Michigan,1998,09,3.9   
Minnesota,1998,09,2.7   
Mississippi,1998,09,5.2   
Missouri,1998,09,3.9   
Montana,1998,09,5.6   
Nebraska,1998,09,2.7   
Nevada,1998,09,4.1   
New Hampshire,1998,09,2.8   
New Jersey,1998,09,4.4   
New Mexico,1998,09,6.3   
New York,1998,09,5.4   
New York city,1998,09,7.7   
North Carolina,1998,09,3.4   
North Dakota,1998,09,3.1   
Ohio,1998,09,4.5   
Oklahoma,1998,09,4.2   
Oregon,1998,09,5.8   
Pennsylvania,1998,09,4.7   
Rhode Island,1998,09,4.5   
South Carolina,1998,09,3.9   
South Dakota,1998,09,2.9   
Tennessee,1998,09,4.3   
Texas,1998,09,5.1   
Utah,1998,09,3.6   
Vermont,1998,09,3.3   
Virginia,1998,09,2.8   
Washington,1998,09,4.9   
West Virginia,1998,09,6.6   
Wisconsin,1998,09,3.5   
Wyoming,1998,09,4.9   
Alabama,1998,10,4.5   
Alaska,1998,10,6.4   
Arizona,1998,10,4.3   
Arkansas,1998,10,5.0   
California,1998,10,5.9   
Los Angeles County,1998,10,6.7   
Colorado,1998,10,3.6   
Connecticut,1998,10,2.9   
Delaware,1998,10,3.4   
District of Columbia,1998,10,8.0   
Florida,1998,10,4.3   
Georgia,1998,10,4.1   
Hawaii,1998,10,5.9   
Idaho,1998,10,5.2   
Illinois,1998,10,4.5   
Indiana,1998,10,3.0   
Iowa,1998,10,2.9   
Kansas,1998,10,3.7   
Kentucky,1998,10,4.6   
Louisiana,1998,10,5.5   
Maine,1998,10,4.3   
Maryland,1998,10,4.0   
Massachusetts,1998,10,3.3   
Michigan,1998,10,4.0   
Minnesota,1998,10,2.7   
Mississippi,1998,10,5.2   
Missouri,1998,10,3.7   
Montana,1998,10,5.6   
Nebraska,1998,10,2.7   
Nevada,1998,10,4.0   
New Hampshire,1998,10,2.8   
New Jersey,1998,10,4.3   
New Mexico,1998,10,6.2   
New York,1998,10,5.4   
New York city,1998,10,7.7   
North Carolina,1998,10,3.4   
North Dakota,1998,10,3.2   
Ohio,1998,10,4.4   
Oklahoma,1998,10,4.2   
Oregon,1998,10,5.9   
Pennsylvania,1998,10,4.7   
Rhode Island,1998,10,4.4   
South Carolina,1998,10,3.9   
South Dakota,1998,10,2.9   
Tennessee,1998,10,4.3   
Texas,1998,10,5.0   
Utah,1998,10,3.6   
Vermont,1998,10,3.3   
Virginia,1998,10,2.8   
Washington,1998,10,5.0   
West Virginia,1998,10,6.6   
Wisconsin,1998,10,3.5   
Wyoming,1998,10,4.9   
Alabama,1998,11,4.5   
Alaska,1998,11,6.4   
Arizona,1998,11,4.3   
Arkansas,1998,11,5.0   
California,1998,11,5.9   
Los Angeles County,1998,11,6.6   
Colorado,1998,11,3.4   
Connecticut,1998,11,2.8   
Delaware,1998,11,3.3   
District of Columbia,1998,11,7.7   
Florida,1998,11,4.2   
Georgia,1998,11,4.1   
Hawaii,1998,11,5.8   
Idaho,1998,11,5.2   
Illinois,1998,11,4.4   
Indiana,1998,11,3.0   
Iowa,1998,11,2.9   
Kansas,1998,11,3.6   
Kentucky,1998,11,4.5   
Louisiana,1998,11,5.4   
Maine,1998,11,4.2   
Maryland,1998,11,3.8   
Massachusetts,1998,11,3.3   
Michigan,1998,11,4.0   
Minnesota,1998,11,2.7   
Mississippi,1998,11,5.1   
Missouri,1998,11,3.6   
Montana,1998,11,5.6   
Nebraska,1998,11,2.7   
Nevada,1998,11,4.0   
New Hampshire,1998,11,2.9   
New Jersey,1998,11,4.3   
New Mexico,1998,11,6.1   
New York,1998,11,5.4   
New York city,1998,11,7.6   
North Carolina,1998,11,3.3   
North Dakota,1998,11,3.2   
Ohio,1998,11,4.3   
Oklahoma,1998,11,4.1   
Oregon,1998,11,5.8   
Pennsylvania,1998,11,4.6   
Rhode Island,1998,11,4.3   
South Carolina,1998,11,3.9   
South Dakota,1998,11,2.8   
Tennessee,1998,11,4.3   
Texas,1998,11,4.9   
Utah,1998,11,3.6   
Vermont,1998,11,3.2   
Virginia,1998,11,2.8   
Washington,1998,11,4.9   
West Virginia,1998,11,6.5   
Wisconsin,1998,11,3.4   
Wyoming,1998,11,4.8   
Alabama,1998,12,4.5   
Alaska,1998,12,6.4   
Arizona,1998,12,4.3   
Arkansas,1998,12,4.8   
California,1998,12,5.8   
Los Angeles County,1998,12,6.5   
Colorado,1998,12,3.3   
Connecticut,1998,12,2.7   
Delaware,1998,12,3.2   
District of Columbia,1998,12,7.5   
Florida,1998,12,4.2   
Georgia,1998,12,4.1   
Hawaii,1998,12,5.7   
Idaho,1998,12,5.1   
Illinois,1998,12,4.3   
Indiana,1998,12,2.9   
Iowa,1998,12,2.8   
Kansas,1998,12,3.5   
Kentucky,1998,12,4.5   
Louisiana,1998,12,5.3   
Maine,1998,12,4.1   
Maryland,1998,12,3.7   
Massachusetts,1998,12,3.3   
Michigan,1998,12,4.0   
Minnesota,1998,12,2.6   
Mississippi,1998,12,5.0   
Missouri,1998,12,3.4   
Montana,1998,12,5.5   
Nebraska,1998,12,2.7   
Nevada,1998,12,3.9   
New Hampshire,1998,12,2.9   
New Jersey,1998,12,4.3   
New Mexico,1998,12,5.9   
New York,1998,12,5.3   
New York city,1998,12,7.4   
North Carolina,1998,12,3.2   
North Dakota,1998,12,3.2   
Ohio,1998,12,4.3   
Oklahoma,1998,12,4.0   
Oregon,1998,12,5.8   
Pennsylvania,1998,12,4.6   
Rhode Island,1998,12,4.2   
South Carolina,1998,12,4.0   
South Dakota,1998,12,2.8   
Tennessee,1998,12,4.2   
Texas,1998,12,4.8   
Utah,1998,12,3.6   
Vermont,1998,12,3.2   
Virginia,1998,12,2.7   
Washington,1998,12,4.9   
West Virginia,1998,12,6.5   
Wisconsin,1998,12,3.3   
Wyoming,1998,12,4.8   
Alabama,1999,01,4.6   
Alaska,1999,01,6.4   
Arizona,1999,01,4.4   
Arkansas,1999,01,4.7   
California,1999,01,5.7   
Los Angeles County,1999,01,6.3   
Colorado,1999,01,3.1   
Connecticut,1999,01,2.7   
Delaware,1999,01,3.1   
District of Columbia,1999,01,7.3   
Florida,1999,01,4.1   
Georgia,1999,01,4.0   
Hawaii,1999,01,5.6   
Idaho,1999,01,5.1   
Illinois,1999,01,4.2   
Indiana,1999,01,2.9   
Iowa,1999,01,2.8   
Kansas,1999,01,3.4   
Kentucky,1999,01,4.6   
Louisiana,1999,01,5.2   
Maine,1999,01,4.0   
Maryland,1999,01,3.7   
Massachusetts,1999,01,3.3   
Michigan,1999,01,4.0   
Minnesota,1999,01,2.6   
Mississippi,1999,01,4.9   
Missouri,1999,01,3.3   
Montana,1999,01,5.5   
Nebraska,1999,01,2.7   
Nevada,1999,01,3.9   
New Hampshire,1999,01,2.8   
New Jersey,1999,01,4.3   
New Mexico,1999,01,5.8   
New York,1999,01,5.3   
New York city,1999,01,7.3   
North Carolina,1999,01,3.2   
North Dakota,1999,01,3.2   
Ohio,1999,01,4.3   
Oklahoma,1999,01,3.9   
Oregon,1999,01,5.7   
Pennsylvania,1999,01,4.5   
Rhode Island,1999,01,4.1   
South Carolina,1999,01,4.0   
South Dakota,1999,01,2.8   
Tennessee,1999,01,4.2   
Texas,1999,01,4.7   
Utah,1999,01,3.6   
Vermont,1999,01,3.2   
Virginia,1999,01,2.7   
Washington,1999,01,4.8   
West Virginia,1999,01,6.5   
Wisconsin,1999,01,3.3   
Wyoming,1999,01,4.8   
Alabama,1999,02,4.6   
Alaska,1999,02,6.4   
Arizona,1999,02,4.5   
Arkansas,1999,02,4.6   
California,1999,02,5.6   
Los Angeles County,1999,02,6.2   
Colorado,1999,02,3.0   
Connecticut,1999,02,2.6   
Delaware,1999,02,3.1   
District of Columbia,1999,02,7.1   
Florida,1999,02,4.1   
Georgia,1999,02,4.0   
Hawaii,1999,02,5.5   
Idaho,1999,02,5.1   
Illinois,1999,02,4.2   
Indiana,1999,02,2.8   
Iowa,1999,02,2.7   
Kansas,1999,02,3.4   
Kentucky,1999,02,4.6   
Louisiana,1999,02,5.1   
Maine,1999,02,3.9   
Maryland,1999,02,3.6   
Massachusetts,1999,02,3.3   
Michigan,1999,02,4.0   
Minnesota,1999,02,2.5   
Mississippi,1999,02,4.9   
Missouri,1999,02,3.2   
Montana,1999,02,5.4   
Nebraska,1999,02,2.7   
Nevada,1999,02,4.0   
New Hampshire,1999,02,2.8   
New Jersey,1999,02,4.4   
New Mexico,1999,02,5.8   
New York,1999,02,5.3   
New York city,1999,02,7.1   
North Carolina,1999,02,3.2   
North Dakota,1999,02,3.2   
Ohio,1999,02,4.3   
Oklahoma,1999,02,3.8   
Oregon,1999,02,5.6   
Pennsylvania,1999,02,4.5   
Rhode Island,1999,02,4.0   
South Carolina,1999,02,4.0   
South Dakota,1999,02,2.7   
Tennessee,1999,02,4.1   
Texas,1999,02,4.7   
Utah,1999,02,3.6   
Vermont,1999,02,3.1   
Virginia,1999,02,2.7   
Washington,1999,02,4.8   
West Virginia,1999,02,6.5   
Wisconsin,1999,02,3.2   
Wyoming,1999,02,4.9   
Alabama,1999,03,4.7   
Alaska,1999,03,6.5   
Arizona,1999,03,4.6   
Arkansas,1999,03,4.6   
California,1999,03,5.5   
Los Angeles County,1999,03,6.0   
Colorado,1999,03,3.0   
Connecticut,1999,03,2.6   
Delaware,1999,03,3.2   
District of Columbia,1999,03,7.0   
Florida,1999,03,4.0   
Georgia,1999,03,3.9   
Hawaii,1999,03,5.4   
Idaho,1999,03,5.1   
Illinois,1999,03,4.2   
Indiana,1999,03,2.8   
Iowa,1999,03,2.7   
Kansas,1999,03,3.4   
Kentucky,1999,03,4.6   
Louisiana,1999,03,5.0   
Maine,1999,03,3.9   
Maryland,1999,03,3.6   
Massachusetts,1999,03,3.3   
Michigan,1999,03,4.0   
Minnesota,1999,03,2.6   
Mississippi,1999,03,4.9   
Missouri,1999,03,3.3   
Montana,1999,03,5.4   
Nebraska,1999,03,2.7   
Nevada,1999,03,4.0   
New Hampshire,1999,03,2.8   
New Jersey,1999,03,4.5   
New Mexico,1999,03,5.7   
New York,1999,03,5.3   
New York city,1999,03,7.0   
North Carolina,1999,03,3.2   
North Dakota,1999,03,3.2   
Ohio,1999,03,4.3   
Oklahoma,1999,03,3.7   
Oregon,1999,03,5.6   
Pennsylvania,1999,03,4.5   
Rhode Island,1999,03,3.9   
South Carolina,1999,03,4.0   
South Dakota,1999,03,2.7   
Tennessee,1999,03,4.1   
Texas,1999,03,4.7   
Utah,1999,03,3.6   
Vermont,1999,03,3.1   
Virginia,1999,03,2.6   
Washington,1999,03,4.8   
West Virginia,1999,03,6.6   
Wisconsin,1999,03,3.1   
Wyoming,1999,03,4.9   
Alabama,1999,04,4.7   
Alaska,1999,04,6.5   
Arizona,1999,04,4.6   
Arkansas,1999,04,4.5   
California,1999,04,5.4   
Los Angeles County,1999,04,5.9   
Colorado,1999,04,3.0   
Connecticut,1999,04,2.6   
Delaware,1999,04,3.2   
District of Columbia,1999,04,6.8   
Florida,1999,04,4.0   
Georgia,1999,04,3.9   
Hawaii,1999,04,5.4   
Idaho,1999,04,5.1   
Illinois,1999,04,4.3   
Indiana,1999,04,2.7   
Iowa,1999,04,2.7   
Kansas,1999,04,3.4   
Kentucky,1999,04,4.6   
Louisiana,1999,04,4.9   
Maine,1999,04,4.0   
Maryland,1999,04,3.5   
Massachusetts,1999,04,3.3   
Michigan,1999,04,3.9   
Minnesota,1999,04,2.7   
Mississippi,1999,04,4.9   
Missouri,1999,04,3.3   
Montana,1999,04,5.4   
Nebraska,1999,04,2.7   
Nevada,1999,04,4.1   
New Hampshire,1999,04,2.7   
New Jersey,1999,04,4.6   
New Mexico,1999,04,5.7   
New York,1999,04,5.3   
New York city,1999,04,6.9   
North Carolina,1999,04,3.2   
North Dakota,1999,04,3.2   
Ohio,1999,04,4.3   
Oklahoma,1999,04,3.6   
Oregon,1999,04,5.6   
Pennsylvania,1999,04,4.5   
Rhode Island,1999,04,4.0   
South Carolina,1999,04,4.1   
South Dakota,1999,04,2.8   
Tennessee,1999,04,4.0   
Texas,1999,04,4.7   
Utah,1999,04,3.6   
Vermont,1999,04,3.1   
Virginia,1999,04,2.7   
Washington,1999,04,4.9   
West Virginia,1999,04,6.6   
Wisconsin,1999,04,3.0   
Wyoming,1999,04,4.9   
Alabama,1999,05,4.8   
Alaska,1999,05,6.5   
Arizona,1999,05,4.7   
Arkansas,1999,05,4.5   
California,1999,05,5.3   
Los Angeles County,1999,05,5.8   
Colorado,1999,05,3.0   
Connecticut,1999,05,2.5   
Delaware,1999,05,3.2   
District of Columbia,1999,05,6.7   
Florida,1999,05,4.0   
Georgia,1999,05,3.9   
Hawaii,1999,05,5.3   
Idaho,1999,05,5.1   
Illinois,1999,05,4.5   
Indiana,1999,05,2.8   
Iowa,1999,05,2.7   
Kansas,1999,05,3.5   
Kentucky,1999,05,4.6   
Louisiana,1999,05,4.9   
Maine,1999,05,4.0   
Maryland,1999,05,3.5   
Massachusetts,1999,05,3.3   
Michigan,1999,05,3.8   
Minnesota,1999,05,2.8   
Mississippi,1999,05,5.0   
Missouri,1999,05,3.4   
Montana,1999,05,5.4   
Nebraska,1999,05,2.8   
Nevada,1999,05,4.1   
New Hampshire,1999,05,2.7   
New Jersey,1999,05,4.7   
New Mexico,1999,05,5.6   
New York,1999,05,5.3   
New York city,1999,05,7.0   
North Carolina,1999,05,3.2   
North Dakota,1999,05,3.2   
Ohio,1999,05,4.3   
Oklahoma,1999,05,3.5   
Oregon,1999,05,5.6   
Pennsylvania,1999,05,4.5   
Rhode Island,1999,05,4.0   
South Carolina,1999,05,4.1   
South Dakota,1999,05,2.8   
Tennessee,1999,05,4.0   
Texas,1999,05,4.7   
Utah,1999,05,3.6   
Vermont,1999,05,3.1   
Virginia,1999,05,2.7   
Washington,1999,05,4.9   
West Virginia,1999,05,6.6   
Wisconsin,1999,05,3.0   
Wyoming,1999,05,4.9   
Alabama,1999,06,4.8   
Alaska,1999,06,6.4   
Arizona,1999,06,4.7   
Arkansas,1999,06,4.6   
California,1999,06,5.3   
Los Angeles County,1999,06,5.8   
Colorado,1999,06,3.1   
Connecticut,1999,06,2.5   
Delaware,1999,06,3.3   
District of Columbia,1999,06,6.6   
Florida,1999,06,4.0   
Georgia,1999,06,3.8   
Hawaii,1999,06,5.2   
Idaho,1999,06,5.1   
Illinois,1999,06,4.6   
Indiana,1999,06,2.9   
Iowa,1999,06,2.8   
Kansas,1999,06,3.5   
Kentucky,1999,06,4.6   
Louisiana,1999,06,4.9   
Maine,1999,06,4.0   
Maryland,1999,06,3.5   
Massachusetts,1999,06,3.3   
Michigan,1999,06,3.7   
Minnesota,1999,06,2.8   
Mississippi,1999,06,5.0   
Missouri,1999,06,3.4   
Montana,1999,06,5.4   
Nebraska,1999,06,2.8   
Nevada,1999,06,4.1   
New Hampshire,1999,06,2.6   
New Jersey,1999,06,4.7   
New Mexico,1999,06,5.6   
New York,1999,06,5.3   
New York city,1999,06,7.0   
North Carolina,1999,06,3.3   
North Dakota,1999,06,3.2   
Ohio,1999,06,4.4   
Oklahoma,1999,06,3.5   
Oregon,1999,06,5.6   
Pennsylvania,1999,06,4.5   
Rhode Island,1999,06,4.1   
South Carolina,1999,06,4.1   
South Dakota,1999,06,2.8   
Tennessee,1999,06,3.9   
Texas,1999,06,4.7   
Utah,1999,06,3.6   
Vermont,1999,06,3.1   
Virginia,1999,06,2.7   
Washington,1999,06,4.9   
West Virginia,1999,06,6.6   
Wisconsin,1999,06,3.0   
Wyoming,1999,06,4.9   
Alabama,1999,07,4.8   
Alaska,1999,07,6.4   
Arizona,1999,07,4.6   
Arkansas,1999,07,4.6   
California,1999,07,5.2   
Los Angeles County,1999,07,5.8   
Colorado,1999,07,3.1   
Connecticut,1999,07,2.5   
Delaware,1999,07,3.3   
District of Columbia,1999,07,6.5   
Florida,1999,07,3.9   
Georgia,1999,07,3.8   
Hawaii,1999,07,5.2   
Idaho,1999,07,5.1   
Illinois,1999,07,4.6   
Indiana,1999,07,2.9   
Iowa,1999,07,2.8   
Kansas,1999,07,3.5   
Kentucky,1999,07,4.6   
Louisiana,1999,07,4.9   
Maine,1999,07,4.0   
Maryland,1999,07,3.4   
Massachusetts,1999,07,3.3   
Michigan,1999,07,3.7   
Minnesota,1999,07,2.9   
Mississippi,1999,07,5.1   
Missouri,1999,07,3.4   
Montana,1999,07,5.3   
Nebraska,1999,07,2.8   
Nevada,1999,07,4.1   
New Hampshire,1999,07,2.6   
New Jersey,1999,07,4.7   
New Mexico,1999,07,5.6   
New York,1999,07,5.3   
New York city,1999,07,7.0   
North Carolina,1999,07,3.3   
North Dakota,1999,07,3.2   
Ohio,1999,07,4.4   
Oklahoma,1999,07,3.4   
Oregon,1999,07,5.6   
Pennsylvania,1999,07,4.6   
Rhode Island,1999,07,4.3   
South Carolina,1999,07,4.2   
South Dakota,1999,07,2.8   
Tennessee,1999,07,3.9   
Texas,1999,07,4.7   
Utah,1999,07,3.6   
Vermont,1999,07,3.1   
Virginia,1999,07,2.7   
Washington,1999,07,4.9   
West Virginia,1999,07,6.5   
Wisconsin,1999,07,3.0   
Wyoming,1999,07,4.8   
Alabama,1999,08,4.8   
Alaska,1999,08,6.3   
Arizona,1999,08,4.5   
Arkansas,1999,08,4.5   
California,1999,08,5.2   
Los Angeles County,1999,08,5.8   
Colorado,1999,08,3.1   
Connecticut,1999,08,2.4   
Delaware,1999,08,3.3   
District of Columbia,1999,08,6.4   
Florida,1999,08,3.9   
Georgia,1999,08,3.8   
Hawaii,1999,08,5.1   
Idaho,1999,08,5.0   
Illinois,1999,08,4.6   
Indiana,1999,08,3.0   
Iowa,1999,08,2.7   
Kansas,1999,08,3.5   
Kentucky,1999,08,4.5   
Louisiana,1999,08,4.9   
Maine,1999,08,4.0   
Maryland,1999,08,3.3   
Massachusetts,1999,08,3.3   
Michigan,1999,08,3.7   
Minnesota,1999,08,2.9   
Mississippi,1999,08,5.2   
Missouri,1999,08,3.3   
Montana,1999,08,5.3   
Nebraska,1999,08,2.8   
Nevada,1999,08,4.1   
New Hampshire,1999,08,2.7   
New Jersey,1999,08,4.6   
New Mexico,1999,08,5.6   
New York,1999,08,5.2   
New York city,1999,08,6.9   
North Carolina,1999,08,3.4   
North Dakota,1999,08,3.2   
Ohio,1999,08,4.4   
Oklahoma,1999,08,3.3   
Oregon,1999,08,5.5   
Pennsylvania,1999,08,4.6   
Rhode Island,1999,08,4.3   
South Carolina,1999,08,4.3   
South Dakota,1999,08,2.8   
Tennessee,1999,08,3.9   
Texas,1999,08,4.7   
Utah,1999,08,3.5   
Vermont,1999,08,3.1   
Virginia,1999,08,2.7   
Washington,1999,08,4.9   
West Virginia,1999,08,6.5   
Wisconsin,1999,08,3.0   
Wyoming,1999,08,4.7   
Alabama,1999,09,4.8   
Alaska,1999,09,6.3   
Arizona,1999,09,4.4   
Arkansas,1999,09,4.5   
California,1999,09,5.1   
Los Angeles County,1999,09,5.8   
Colorado,1999,09,3.0   
Connecticut,1999,09,2.4   
Delaware,1999,09,3.3   
District of Columbia,1999,09,6.2   
Florida,1999,09,3.9   
Georgia,1999,09,3.8   
Hawaii,1999,09,5.0   
Idaho,1999,09,4.9   
Illinois,1999,09,4.6   
Indiana,1999,09,3.0   
Iowa,1999,09,2.7   
Kansas,1999,09,3.5   
Kentucky,1999,09,4.5   
Louisiana,1999,09,4.9   
Maine,1999,09,4.0   
Maryland,1999,09,3.3   
Massachusetts,1999,09,3.3   
Michigan,1999,09,3.6   
Minnesota,1999,09,2.9   
Mississippi,1999,09,5.2   
Missouri,1999,09,3.2   
Montana,1999,09,5.2   
Nebraska,1999,09,2.8   
Nevada,1999,09,4.1   
New Hampshire,1999,09,2.7   
New Jersey,1999,09,4.4   
New Mexico,1999,09,5.6   
New York,1999,09,5.2   
New York city,1999,09,6.8   
North Carolina,1999,09,3.4   
North Dakota,1999,09,3.1   
Ohio,1999,09,4.4   
Oklahoma,1999,09,3.3   
Oregon,1999,09,5.4   
Pennsylvania,1999,09,4.5   
Rhode Island,1999,09,4.4   
South Carolina,1999,09,4.3   
South Dakota,1999,09,2.7   
Tennessee,1999,09,3.9   
Texas,1999,09,4.7   
Utah,1999,09,3.5   
Vermont,1999,09,3.0   
Virginia,1999,09,2.7   
Washington,1999,09,4.9   
West Virginia,1999,09,6.4   
Wisconsin,1999,09,3.0   
Wyoming,1999,09,4.6   
Alabama,1999,10,4.8   
Alaska,1999,10,6.2   
Arizona,1999,10,4.3   
Arkansas,1999,10,4.4   
California,1999,10,5.1   
Los Angeles County,1999,10,5.8   
Colorado,1999,10,3.0   
Connecticut,1999,10,2.4   
Delaware,1999,10,3.3   
District of Columbia,1999,10,6.1   
Florida,1999,10,3.8   
Georgia,1999,10,3.8   
Hawaii,1999,10,4.9   
Idaho,1999,10,4.8   
Illinois,1999,10,4.5   
Indiana,1999,10,3.1   
Iowa,1999,10,2.6   
Kansas,1999,10,3.5   
Kentucky,1999,10,4.4   
Louisiana,1999,10,4.9   
Maine,1999,10,4.0   
Maryland,1999,10,3.3   
Massachusetts,1999,10,3.3   
Michigan,1999,10,3.6   
Minnesota,1999,10,2.8   
Mississippi,1999,10,5.3   
Missouri,1999,10,3.1   
Montana,1999,10,5.2   
Nebraska,1999,10,2.8   
Nevada,1999,10,4.1   
New Hampshire,1999,10,2.7   
New Jersey,1999,10,4.3   
New Mexico,1999,10,5.5   
New York,1999,10,5.0   
New York city,1999,10,6.6   
North Carolina,1999,10,3.4   
North Dakota,1999,10,3.1   
Ohio,1999,10,4.3   
Oklahoma,1999,10,3.3   
Oregon,1999,10,5.3   
Pennsylvania,1999,10,4.5   
Rhode Island,1999,10,4.4   
South Carolina,1999,10,4.3   
South Dakota,1999,10,2.6   
Tennessee,1999,10,3.9   
Texas,1999,10,4.8   
Utah,1999,10,3.4   
Vermont,1999,10,3.0   
Virginia,1999,10,2.7   
Washington,1999,10,4.8   
West Virginia,1999,10,6.3   
Wisconsin,1999,10,3.0   
Wyoming,1999,10,4.5   
Alabama,1999,11,4.7   
Alaska,1999,11,6.2   
Arizona,1999,11,4.2   
Arkansas,1999,11,4.4   
California,1999,11,5.0   
Los Angeles County,1999,11,5.8   
Colorado,1999,11,2.9   
Connecticut,1999,11,2.4   
Delaware,1999,11,3.3   
District of Columbia,1999,11,6.0   
Florida,1999,11,3.8   
Georgia,1999,11,3.7   
Hawaii,1999,11,4.8   
Idaho,1999,11,4.7   
Illinois,1999,11,4.4   
Indiana,1999,11,3.1   
Iowa,1999,11,2.5   
Kansas,1999,11,3.5   
Kentucky,1999,11,4.3   
Louisiana,1999,11,4.9   
Maine,1999,11,3.9   
Maryland,1999,11,3.2   
Massachusetts,1999,11,3.2   
Michigan,1999,11,3.5   
Minnesota,1999,11,2.9   
Mississippi,1999,11,5.3   
Missouri,1999,11,3.0   
Montana,1999,11,5.1   
Nebraska,1999,11,2.8   
Nevada,1999,11,4.0   
New Hampshire,1999,11,2.8   
New Jersey,1999,11,4.1   
New Mexico,1999,11,5.3   
New York,1999,11,4.9   
New York city,1999,11,6.3   
North Carolina,1999,11,3.4   
North Dakota,1999,11,3.0   
Ohio,1999,11,4.3   
Oklahoma,1999,11,3.2   
Oregon,1999,11,5.2   
Pennsylvania,1999,11,4.4   
Rhode Island,1999,11,4.4   
South Carolina,1999,11,4.3   
South Dakota,1999,11,2.6   
Tennessee,1999,11,3.8   
Texas,1999,11,4.8   
Utah,1999,11,3.3   
Vermont,1999,11,3.0   
Virginia,1999,11,2.6   
Washington,1999,11,4.8   
West Virginia,1999,11,6.2   
